eventName,eventSource,eventTimestamp,textDelta,cursorRange,currentDoc,currentCursor,currentSuggestions,currentSuggestionIndex,currentHoverIndex,currentN,currentMaxToken,currentTemperature,currentTopP,currentPresencePenalty,currentFrequencyPenalty,eventNum
cursor-forward,user,1630333494501,,"{'index': 1161, 'length': 0}",,1161,[],4,4,5,30,0.75,1,0,1,587
cursor-backward,user,1630333495586,,"{'index': 1150, 'length': 0}",,1150,[],4,4,5,30,0.75,1,0,1,588
cursor-forward,user,1630333496609,,"{'index': 1164, 'length': 0}",,1164,[],4,4,5,30,0.75,1,0,1,589
text-delete,user,1630333497441,"{'ops': [{'retain': 1163}, {'delete': 1}]}",,,1163,[],4,4,5,30,0.75,1,0,1,590
text-delete,user,1630333497572,"{'ops': [{'retain': 1162}, {'delete': 1}]}",,,1162,[],4,4,5,30,0.75,1,0,1,591
text-delete,user,1630333497709,"{'ops': [{'retain': 1161}, {'delete': 1}]}",,,1161,[],4,4,5,30,0.75,1,0,1,592
text-delete,user,1630333497847,"{'ops': [{'retain': 1160}, {'delete': 1}]}",,,1160,[],4,4,5,30,0.75,1,0,1,593
text-delete,user,1630333497996,"{'ops': [{'retain': 1159}, {'delete': 1}]}",,,1159,[],4,4,5,30,0.75,1,0,1,594
text-delete,user,1630333498460,"{'ops': [{'retain': 1158}, {'delete': 1}]}",,,1158,[],4,4,5,30,0.75,1,0,1,595
text-insert,user,1630333499695,"{'ops': [{'retain': 1158}, {'insert': 'e'}]}",,,1159,[],4,4,5,30,0.75,1,0,1,596
text-insert,user,1630333499856,"{'ops': [{'retain': 1159}, {'insert': 'r'}]}",,,1160,[],4,4,5,30,0.75,1,0,1,597
text-insert,user,1630333499987,"{'ops': [{'retain': 1160}, {'insert': 's'}]}",,,1161,[],4,4,5,30,0.75,1,0,1,598
text-insert,user,1630333500108,"{'ops': [{'retain': 1161}, {'insert': 'a'}]}",,,1162,[],4,4,5,30,0.75,1,0,1,599
text-insert,user,1630333500435,"{'ops': [{'retain': 1162}, {'insert': 'l'}]}",,,1163,[],4,4,5,30,0.75,1,0,1,600
cursor-backward,user,1630333502606,,"{'index': 1159, 'length': 0}",,1159,[],4,4,5,30,0.75,1,0,1,601
cursor-select,user,1630333502612,,"{'index': 1155, 'length': 8}",,1155,[],4,4,5,30,0.75,1,0,1,602
text-insert,user,1630333503845,"{'ops': [{'retain': 1159}, {'insert': 'a'}]}",,,1164,[],4,4,5,30,0.75,1,0,1,603
cursor-backward,user,1630333505853,,"{'index': 1137, 'length': 0}",,1137,[],4,4,5,30,0.75,1,0,1,604
text-delete,user,1630333507083,"{'ops': [{'retain': 1136}, {'delete': 1}]}",,,1136,[],4,4,5,30,0.75,1,0,1,605
text-delete,user,1630333507225,"{'ops': [{'retain': 1135}, {'delete': 1}]}",,,1135,[],4,4,5,30,0.75,1,0,1,606
text-delete,user,1630333507367,"{'ops': [{'retain': 1134}, {'delete': 1}]}",,,1134,[],4,4,5,30,0.75,1,0,1,607
text-insert,user,1630333508344,"{'ops': [{'retain': 1134}, {'insert': 'h'}]}",,,1135,[],4,4,5,30,0.75,1,0,1,608
text-insert,user,1630333508497,"{'ops': [{'retain': 1135}, {'insert': 'e'}]}",,,1136,[],4,4,5,30,0.75,1,0,1,609
text-insert,user,1630333508910,"{'ops': [{'retain': 1136}, {'insert': ' '}]}",,,1137,[],4,4,5,30,0.75,1,0,1,610
text-insert,user,1630333509414,"{'ops': [{'retain': 1137}, {'insert': 'p'}]}",,,1138,[],4,4,5,30,0.75,1,0,1,611
text-insert,user,1630333509558,"{'ops': [{'retain': 1138}, {'insert': 'a'}]}",,,1139,[],4,4,5,30,0.75,1,0,1,612
text-insert,user,1630333509743,"{'ops': [{'retain': 1139}, {'insert': 's'}]}",,,1140,[],4,4,5,30,0.75,1,0,1,613
text-insert,user,1630333509902,"{'ops': [{'retain': 1140}, {'insert': 't'}]}",,,1141,[],4,4,5,30,0.75,1,0,1,614
cursor-forward,user,1630333511866,,"{'index': 1170, 'length': 0}",,1170,[],4,4,5,30,0.75,1,0,1,615
suggestion-get,user,1630333512566,,,,1170,[],4,4,5,30,0.75,1,0,1,616
suggestion-open,api,1630333514599,,,,1170,"[{'index': 0, 'original': 'a fake reality created with your mind.', 'trimmed': 'a fake reality created with your mind.', 'probability': 1.9673208231209215e-21}, {'index': 1, 'original': 'Barack, this is the real thing.', 'trimmed': 'Barack, this is the real thing.', 'probability': 1.4728193216375676e-26}, {'index': 2, 'original': 'a test run, a warm up.', 'trimmed': 'a test run, a warm up.', 'probability': 1.0372464148578412e-26}, {'index': 3, 'original': ""and now it's time to decide the fate of the world."", 'trimmed': ""and now it's time to decide the fate of the world."", 'probability': 1.3181246048500547e-20}, {'index': 4, 'original': ""and now it's your turn to save the world..."", 'trimmed': ""and now it's your turn to save the world..."", 'probability': 5.865266117400376e-17}]",0,4,5,30,0.75,1,0,1,617
suggestion-hover,user,1630333518040,,,,1170,[],0,4,5,30,0.75,1,0,1,618
suggestion-hover,user,1630333518090,,,,1170,[],0,3,5,30,0.75,1,0,1,619
suggestion-hover,user,1630333518107,,,,1170,[],0,2,5,30,0.75,1,0,1,620
suggestion-hover,user,1630333518173,,,,1170,[],0,1,5,30,0.75,1,0,1,621
suggestion-select,user,1630333520376,,,,1170,[],1,1,5,30,0.75,1,0,1,622
suggestion-close,api,1630333520376,,,,1170,[],1,1,5,30,0.75,1,0,1,623
text-insert,api,1630333520381,"{'ops': [{'retain': 1170}, {'insert': 'Barack, this is the real thing.'}]}",,,1201,[],1,1,5,30,0.75,1,0,1,624
text-insert,user,1630333524548,"{'ops': [{'retain': 1201}, {'insert': ' '}]}",,,1202,[],1,1,5,30,0.75,1,0,1,625
text-insert,user,1630333524676,"{'ops': [{'retain': 1202}, {'insert': ' '}]}",,,1203,[],1,1,5,30,0.75,1,0,1,626
text-insert,user,1630333525179,"{'ops': [{'retain': 1203}, {'insert': 'T'}]}",,,1204,[],1,1,5,30,0.75,1,0,1,627
text-insert,user,1630333525347,"{'ops': [{'retain': 1204}, {'insert': 'h'}]}",,,1205,[],1,1,5,30,0.75,1,0,1,628
text-insert,user,1630333525563,"{'ops': [{'retain': 1205}, {'insert': 'e'}]}",,,1206,[],1,1,5,30,0.75,1,0,1,629
text-insert,user,1630333525641,"{'ops': [{'retain': 1206}, {'insert': ' '}]}",,,1207,[],1,1,5,30,0.75,1,0,1,630
text-insert,user,1630333526675,"{'ops': [{'retain': 1207}, {'insert': 'G'}]}",,,1208,[],1,1,5,30,0.75,1,0,1,631
text-insert,user,1630333526931,"{'ops': [{'retain': 1208}, {'insert': 'a'}]}",,,1209,[],1,1,5,30,0.75,1,0,1,632
text-insert,user,1630333527240,"{'ops': [{'retain': 1209}, {'insert': 'l'}]}",,,1210,[],1,1,5,30,0.75,1,0,1,633
text-insert,user,1630333527845,"{'ops': [{'retain': 1210}, {'insert': 't'}]}",,,1211,[],1,1,5,30,0.75,1,0,1,634
text-insert,user,1630333527967,"{'ops': [{'retain': 1211}, {'insert': 'i'}]}",,,1212,[],1,1,5,30,0.75,1,0,1,635
text-insert,user,1630333528212,"{'ops': [{'retain': 1212}, {'insert': 'c'}]}",,,1213,[],1,1,5,30,0.75,1,0,1,636
text-insert,user,1630333528385,"{'ops': [{'retain': 1213}, {'insert': ' '}]}",,,1214,[],1,1,5,30,0.75,1,0,1,637
text-delete,user,1630333528945,"{'ops': [{'retain': 1213}, {'delete': 1}]}",,,1213,[],1,1,5,30,0.75,1,0,1,638
text-delete,user,1630333529052,"{'ops': [{'retain': 1212}, {'delete': 1}]}",,,1212,[],1,1,5,30,0.75,1,0,1,639
text-delete,user,1630333529188,"{'ops': [{'retain': 1211}, {'delete': 1}]}",,,1211,[],1,1,5,30,0.75,1,0,1,640
text-delete,user,1630333529324,"{'ops': [{'retain': 1210}, {'delete': 1}]}",,,1210,[],1,1,5,30,0.75,1,0,1,641
text-delete,user,1630333529736,"{'ops': [{'retain': 1209}, {'delete': 1}]}",,,1209,[],1,1,5,30,0.75,1,0,1,642
text-insert,user,1630333531789,"{'ops': [{'retain': 1209}, {'insert': 'l'}]}",,,1210,[],1,1,5,30,0.75,1,0,1,643
text-insert,user,1630333532008,"{'ops': [{'retain': 1210}, {'insert': 'a'}]}",,,1211,[],1,1,5,30,0.75,1,0,1,644
text-insert,user,1630333532328,"{'ops': [{'retain': 1211}, {'insert': 'c'}]}",,,1212,[],1,1,5,30,0.75,1,0,1,645
text-insert,user,1630333532599,"{'ops': [{'retain': 1212}, {'insert': 't'}]}",,,1213,[],1,1,5,30,0.75,1,0,1,646
text-insert,user,1630333532745,"{'ops': [{'retain': 1213}, {'insert': 'i'}]}",,,1214,[],1,1,5,30,0.75,1,0,1,647
text-insert,user,1630333533143,"{'ops': [{'retain': 1214}, {'insert': 'c'}]}",,,1215,[],1,1,5,30,0.75,1,0,1,648
text-insert,user,1630333533317,"{'ops': [{'retain': 1215}, {'insert': ' '}]}",,,1216,[],1,1,5,30,0.75,1,0,1,649
text-insert,user,1630333534503,"{'ops': [{'retain': 1216}, {'insert': 'C'}]}",,,1217,[],1,1,5,30,0.75,1,0,1,650
text-insert,user,1630333534735,"{'ops': [{'retain': 1217}, {'insert': 'o'}]}",,,1218,[],1,1,5,30,0.75,1,0,1,651
text-insert,user,1630333534844,"{'ops': [{'retain': 1218}, {'insert': 'u'}]}",,,1219,[],1,1,5,30,0.75,1,0,1,652
text-insert,user,1630333535083,"{'ops': [{'retain': 1219}, {'insert': 'n'}]}",,,1220,[],1,1,5,30,0.75,1,0,1,653
text-insert,user,1630333535360,"{'ops': [{'retain': 1220}, {'insert': 'c'}]}",,,1221,[],1,1,5,30,0.75,1,0,1,654
text-insert,user,1630333535567,"{'ops': [{'retain': 1221}, {'insert': 'i'}]}",,,1222,[],1,1,5,30,0.75,1,0,1,655
text-insert,user,1630333535740,"{'ops': [{'retain': 1222}, {'insert': 'l'}]}",,,1223,[],1,1,5,30,0.75,1,0,1,656
text-insert,user,1630333535934,"{'ops': [{'retain': 1223}, {'insert': ' '}]}",,,1224,[],1,1,5,30,0.75,1,0,1,657
text-insert,user,1630333536575,"{'ops': [{'retain': 1224}, {'insert': 'n'}]}",,,1225,[],1,1,5,30,0.75,1,0,1,658
text-insert,user,1630333536895,"{'ops': [{'retain': 1225}, {'insert': 'e'}]}",,,1226,[],1,1,5,30,0.75,1,0,1,659
text-insert,user,1630333537036,"{'ops': [{'retain': 1226}, {'insert': 'e'}]}",,,1227,[],1,1,5,30,0.75,1,0,1,660
text-insert,user,1630333537315,"{'ops': [{'retain': 1227}, {'insert': 'd'}]}",,,1228,[],1,1,5,30,0.75,1,0,1,661
text-insert,user,1630333537359,"{'ops': [{'retain': 1228}, {'insert': 's'}]}",,,1229,[],1,1,5,30,0.75,1,0,1,662
text-insert,user,1630333537533,"{'ops': [{'retain': 1229}, {'insert': ' '}]}",,,1230,[],1,1,5,30,0.75,1,0,1,663
text-insert,user,1630333537981,"{'ops': [{'retain': 1230}, {'insert': 'l'}]}",,,1231,[],1,1,5,30,0.75,1,0,1,664
text-insert,user,1630333538116,"{'ops': [{'retain': 1231}, {'insert': 'e'}]}",,,1232,[],1,1,5,30,0.75,1,0,1,665
text-insert,user,1630333538191,"{'ops': [{'retain': 1232}, {'insert': 'a'}]}",,,1233,[],1,1,5,30,0.75,1,0,1,666
text-insert,user,1630333538364,"{'ops': [{'retain': 1233}, {'insert': 'd'}]}",,,1234,[],1,1,5,30,0.75,1,0,1,667
text-insert,user,1630333538671,"{'ops': [{'retain': 1234}, {'insert': 'e'}]}",,,1235,[],1,1,5,30,0.75,1,0,1,668
text-insert,user,1630333538875,"{'ops': [{'retain': 1235}, {'insert': 'r'}]}",,,1236,[],1,1,5,30,0.75,1,0,1,669
text-insert,user,1630333539079,"{'ops': [{'retain': 1236}, {'insert': 's'}]}",,,1237,[],1,1,5,30,0.75,1,0,1,670
text-insert,user,1630333541729,"{'ops': [{'retain': 1237}, {'insert': ' '}]}",,,1238,[],1,1,5,30,0.75,1,0,1,671
text-insert,user,1630333542143,"{'ops': [{'retain': 1238}, {'insert': 'o'}]}",,,1239,[],1,1,5,30,0.75,1,0,1,672
text-insert,user,1630333542709,"{'ops': [{'retain': 1239}, {'insert': 'f'}]}",,,1240,[],1,1,5,30,0.75,1,0,1,673
text-insert,user,1630333542829,"{'ops': [{'retain': 1240}, {'insert': ' '}]}",,,1241,[],1,1,5,30,0.75,1,0,1,674
text-insert,user,1630333543056,"{'ops': [{'retain': 1241}, {'insert': 'e'}]}",,,1242,[],1,1,5,30,0.75,1,0,1,675
text-insert,user,1630333543379,"{'ops': [{'retain': 1242}, {'insert': 'x'}]}",,,1243,[],1,1,5,30,0.75,1,0,1,676
text-insert,user,1630333543578,"{'ops': [{'retain': 1243}, {'insert': 'c'}]}",,,1244,[],1,1,5,30,0.75,1,0,1,677
text-insert,user,1630333543708,"{'ops': [{'retain': 1244}, {'insert': 'e'}]}",,,1245,[],1,1,5,30,0.75,1,0,1,678
text-insert,user,1630333543944,"{'ops': [{'retain': 1245}, {'insert': 'p'}]}",,,1246,[],1,1,5,30,0.75,1,0,1,679
text-insert,user,1630333544351,"{'ops': [{'retain': 1246}, {'insert': 't'}]}",,,1247,[],1,1,5,30,0.75,1,0,1,680
text-insert,user,1630333546099,"{'ops': [{'retain': 1247}, {'insert': 'i'}]}",,,1248,[],1,1,5,30,0.75,1,0,1,681
text-insert,user,1630333546201,"{'ops': [{'retain': 1248}, {'insert': 'o'}]}",,,1249,[],1,1,5,30,0.75,1,0,1,682
text-insert,user,1630333546359,"{'ops': [{'retain': 1249}, {'insert': 'n'}]}",,,1250,[],1,1,5,30,0.75,1,0,1,683
text-insert,user,1630333546539,"{'ops': [{'retain': 1250}, {'insert': 'a'}]}",,,1251,[],1,1,5,30,0.75,1,0,1,684
text-insert,user,1630333546633,"{'ops': [{'retain': 1251}, {'insert': 'l'}]}",,,1252,[],1,1,5,30,0.75,1,0,1,685
text-insert,user,1630333546827,"{'ops': [{'retain': 1252}, {'insert': ' '}]}",,,1253,[],1,1,5,30,0.75,1,0,1,686
text-insert,user,1630333547521,"{'ops': [{'retain': 1253}, {'insert': 't'}]}",,,1254,[],1,1,5,30,0.75,1,0,1,687
text-insert,user,1630333547683,"{'ops': [{'retain': 1254}, {'insert': 'a'}]}",,,1255,[],1,1,5,30,0.75,1,0,1,688
text-insert,user,1630333547995,"{'ops': [{'retain': 1255}, {'insert': 'l'}]}",,,1256,[],1,1,5,30,0.75,1,0,1,689
text-insert,user,1630333548215,"{'ops': [{'retain': 1256}, {'insert': 'e'}]}",,,1257,[],1,1,5,30,0.75,1,0,1,690
text-insert,user,1630333548411,"{'ops': [{'retain': 1257}, {'insert': 'n'}]}",,,1258,[],1,1,5,30,0.75,1,0,1,691
text-insert,user,1630333548624,"{'ops': [{'retain': 1258}, {'insert': 't'}]}",,,1259,[],1,1,5,30,0.75,1,0,1,692
text-insert,user,1630333550155,"{'ops': [{'retain': 1259}, {'insert': ','}]}",,,1260,[],1,1,5,30,0.75,1,0,1,693
text-insert,user,1630333550340,"{'ops': [{'retain': 1260}, {'insert': ' '}]}",,,1261,[],1,1,5,30,0.75,1,0,1,694
text-insert,user,1630333557849,"{'ops': [{'retain': 1261}, {'insert': 'y'}]}",,,1262,[],1,1,5,30,0.75,1,0,1,695
text-insert,user,1630333557985,"{'ops': [{'retain': 1262}, {'insert': 'o'}]}",,,1263,[],1,1,5,30,0.75,1,0,1,696
text-insert,user,1630333558109,"{'ops': [{'retain': 1263}, {'insert': 'u'}]}",,,1264,[],1,1,5,30,0.75,1,0,1,697
text-insert,user,1630333558343,"{'ops': [{'retain': 1264}, {'insert': ' '}]}",,,1265,[],1,1,5,30,0.75,1,0,1,698
text-insert,user,1630333558692,"{'ops': [{'retain': 1265}, {'insert': 'h'}]}",,,1266,[],1,1,5,30,0.75,1,0,1,699
text-insert,user,1630333558812,"{'ops': [{'retain': 1266}, {'insert': 'a'}]}",,,1267,[],1,1,5,30,0.75,1,0,1,700
text-delete,user,1630333559556,"{'ops': [{'retain': 1266}, {'delete': 1}]}",,,1266,[],1,1,5,30,0.75,1,0,1,701
text-insert,user,1630333559833,"{'ops': [{'retain': 1266}, {'insert': 'd'}]}",,,1267,[],1,1,5,30,0.75,1,0,1,702
text-delete,user,1630333560691,"{'ops': [{'retain': 1266}, {'delete': 1}]}",,,1266,[],1,1,5,30,0.75,1,0,1,703
text-insert,user,1630333561184,"{'ops': [{'retain': 1266}, {'insert': 'a'}]}",,,1267,[],1,1,5,30,0.75,1,0,1,704
text-insert,user,1630333561442,"{'ops': [{'retain': 1267}, {'insert': 'd'}]}",,,1268,[],1,1,5,30,0.75,1,0,1,705
text-insert,user,1630333561583,"{'ops': [{'retain': 1268}, {'insert': ' '}]}",,,1269,[],1,1,5,30,0.75,1,0,1,706
text-insert,user,1630333562024,"{'ops': [{'retain': 1269}, {'insert': 'b'}]}",,,1270,[],1,1,5,30,0.75,1,0,1,707
text-insert,user,1630333562194,"{'ops': [{'retain': 1270}, {'insert': 'e'}]}",,,1271,[],1,1,5,30,0.75,1,0,1,708
text-insert,user,1630333562342,"{'ops': [{'retain': 1271}, {'insert': 'e'}]}",,,1272,[],1,1,5,30,0.75,1,0,1,709
text-insert,user,1630333562484,"{'ops': [{'retain': 1272}, {'insert': 'n'}]}",,,1273,[],1,1,5,30,0.75,1,0,1,710
text-insert,user,1630333562633,"{'ops': [{'retain': 1273}, {'insert': ' '}]}",,,1274,[],1,1,5,30,0.75,1,0,1,711
text-insert,user,1630333562754,"{'ops': [{'retain': 1274}, {'insert': 's'}]}",,,1275,[],1,1,5,30,0.75,1,0,1,712
text-insert,user,1630333562962,"{'ops': [{'retain': 1275}, {'insert': 'e'}]}",,,1276,[],1,1,5,30,0.75,1,0,1,713
text-insert,user,1630333563116,"{'ops': [{'retain': 1276}, {'insert': 'l'}]}",,,1277,[],1,1,5,30,0.75,1,0,1,714
text-insert,user,1630333563257,"{'ops': [{'retain': 1277}, {'insert': 'e'}]}",,,1278,[],1,1,5,30,0.75,1,0,1,715
text-insert,user,1630333563538,"{'ops': [{'retain': 1278}, {'insert': 'c'}]}",,,1279,[],1,1,5,30,0.75,1,0,1,716
text-insert,user,1630333563755,"{'ops': [{'retain': 1279}, {'insert': 't'}]}",,,1280,[],1,1,5,30,0.75,1,0,1,717
text-insert,user,1630333563890,"{'ops': [{'retain': 1280}, {'insert': 'i'}]}",,,1281,[],1,1,5,30,0.75,1,0,1,718
text-delete,user,1630333565617,"{'ops': [{'retain': 1280}, {'delete': 1}]}",,,1280,[],1,1,5,30,0.75,1,0,1,719
text-insert,user,1630333565866,"{'ops': [{'retain': 1280}, {'insert': 'e'}]}",,,1281,[],1,1,5,30,0.75,1,0,1,720
text-insert,user,1630333566354,"{'ops': [{'retain': 1281}, {'insert': 'd'}]}",,,1282,[],1,1,5,30,0.75,1,0,1,721
text-insert,user,1630333566781,"{'ops': [{'retain': 1282}, {'insert': ' '}]}",,,1283,[],1,1,5,30,0.75,1,0,1,722
text-insert,user,1630333569874,"{'ops': [{'retain': 1283}, {'insert': 't'}]}",,,1284,[],1,1,5,30,0.75,1,0,1,723
text-insert,user,1630333570044,"{'ops': [{'retain': 1284}, {'insert': 'o'}]}",,,1285,[],1,1,5,30,0.75,1,0,1,724
text-insert,user,1630333570237,"{'ops': [{'retain': 1285}, {'insert': ' '}]}",,,1286,[],1,1,5,30,0.75,1,0,1,725
text-insert,user,1630333572393,"{'ops': [{'retain': 1286}, {'insert': 'b'}]}",,,1287,[],1,1,5,30,0.75,1,0,1,726
text-insert,user,1630333572519,"{'ops': [{'retain': 1287}, {'insert': 'e'}]}",,,1288,[],1,1,5,30,0.75,1,0,1,727
text-insert,user,1630333572630,"{'ops': [{'retain': 1288}, {'insert': ' '}]}",,,1289,[],1,1,5,30,0.75,1,0,1,728
text-insert,user,1630333573217,"{'ops': [{'retain': 1289}, {'insert': 'l'}]}",,,1290,[],1,1,5,30,0.75,1,0,1,729
text-insert,user,1630333573362,"{'ops': [{'retain': 1290}, {'insert': 'e'}]}",,,1291,[],1,1,5,30,0.75,1,0,1,730
text-insert,user,1630333573472,"{'ops': [{'retain': 1291}, {'insert': 'a'}]}",,,1292,[],1,1,5,30,0.75,1,0,1,731
text-insert,user,1630333573647,"{'ops': [{'retain': 1292}, {'insert': 'd'}]}",,,1293,[],1,1,5,30,0.75,1,0,1,732
text-insert,user,1630333573828,"{'ops': [{'retain': 1293}, {'insert': 'e'}]}",,,1294,[],1,1,5,30,0.75,1,0,1,733
text-insert,user,1630333573965,"{'ops': [{'retain': 1294}, {'insert': 'r'}]}",,,1295,[],1,1,5,30,0.75,1,0,1,734
text-insert,user,1630333574127,"{'ops': [{'retain': 1295}, {'insert': ' '}]}",,,1296,[],1,1,5,30,0.75,1,0,1,735
text-insert,user,1630333574429,"{'ops': [{'retain': 1296}, {'insert': 'o'}]}",,,1297,[],1,1,5,30,0.75,1,0,1,736
text-insert,user,1630333574629,"{'ops': [{'retain': 1297}, {'insert': 'f'}]}",,,1298,[],1,1,5,30,0.75,1,0,1,737
text-insert,user,1630333574697,"{'ops': [{'retain': 1298}, {'insert': ' '}]}",,,1299,[],1,1,5,30,0.75,1,0,1,738
text-insert,user,1630333574807,"{'ops': [{'retain': 1299}, {'insert': 't'}]}",,,1300,[],1,1,5,30,0.75,1,0,1,739
text-insert,user,1630333574901,"{'ops': [{'retain': 1300}, {'insert': 'h'}]}",,,1301,[],1,1,5,30,0.75,1,0,1,740
text-insert,user,1630333574957,"{'ops': [{'retain': 1301}, {'insert': 'e'}]}",,,1302,[],1,1,5,30,0.75,1,0,1,741
text-insert,user,1630333575073,"{'ops': [{'retain': 1302}, {'insert': ' '}]}",,,1303,[],1,1,5,30,0.75,1,0,1,742
text-insert,user,1630333575616,"{'ops': [{'retain': 1303}, {'insert': 'r'}]}",,,1304,[],1,1,5,30,0.75,1,0,1,743
text-delete,user,1630333576117,"{'ops': [{'retain': 1303}, {'delete': 1}]}",,,1303,[],1,1,5,30,0.75,1,0,1,744
text-insert,user,1630333576663,"{'ops': [{'retain': 1303}, {'insert': 'f'}]}",,,1304,[],1,1,5,30,0.75,1,0,1,745
text-insert,user,1630333576941,"{'ops': [{'retain': 1304}, {'insert': 'r'}]}",,,1305,[],1,1,5,30,0.75,1,0,1,746
text-insert,user,1630333577209,"{'ops': [{'retain': 1305}, {'insert': 'e'}]}",,,1306,[],1,1,5,30,0.75,1,0,1,747
text-insert,user,1630333577347,"{'ops': [{'retain': 1306}, {'insert': 'e'}]}",,,1307,[],1,1,5,30,0.75,1,0,1,748
text-insert,user,1630333577501,"{'ops': [{'retain': 1307}, {'insert': ' '}]}",,,1308,[],1,1,5,30,0.75,1,0,1,749
text-insert,user,1630333578302,"{'ops': [{'retain': 1308}, {'insert': 'w'}]}",,,1309,[],1,1,5,30,0.75,1,0,1,750
text-insert,user,1630333578546,"{'ops': [{'retain': 1309}, {'insert': 'o'}]}",,,1310,[],1,1,5,30,0.75,1,0,1,751
text-insert,user,1630333578761,"{'ops': [{'retain': 1310}, {'insert': 'r'}]}",,,1311,[],1,1,5,30,0.75,1,0,1,752
text-insert,user,1630333578872,"{'ops': [{'retain': 1311}, {'insert': 'l'}]}",,,1312,[],1,1,5,30,0.75,1,0,1,753
text-insert,user,1630333578993,"{'ops': [{'retain': 1312}, {'insert': 'd'}]}",,,1313,[],1,1,5,30,0.75,1,0,1,754
text-insert,user,1630333579127,"{'ops': [{'retain': 1313}, {'insert': ' '}]}",,,1314,[],1,1,5,30,0.75,1,0,1,755
text-insert,user,1630333579533,"{'ops': [{'retain': 1314}, {'insert': 'a'}]}",,,1315,[],1,1,5,30,0.75,1,0,1,756
text-insert,user,1630333579710,"{'ops': [{'retain': 1315}, {'insert': 's'}]}",,,1316,[],1,1,5,30,0.75,1,0,1,757
text-insert,user,1630333579848,"{'ops': [{'retain': 1316}, {'insert': ' '}]}",,,1317,[],1,1,5,30,0.75,1,0,1,758
text-insert,user,1630333580131,"{'ops': [{'retain': 1317}, {'insert': 'a'}]}",,,1318,[],1,1,5,30,0.75,1,0,1,759
text-insert,user,1630333580245,"{'ops': [{'retain': 1318}, {'insert': ' '}]}",,,1319,[],1,1,5,30,0.75,1,0,1,760
text-insert,user,1630333580617,"{'ops': [{'retain': 1319}, {'insert': 'p'}]}",,,1320,[],1,1,5,30,0.75,1,0,1,761
text-insert,user,1630333580903,"{'ops': [{'retain': 1320}, {'insert': 'r'}]}",,,1321,[],1,1,5,30,0.75,1,0,1,762
text-insert,user,1630333582682,"{'ops': [{'retain': 1321}, {'insert': 'e'}]}",,,1322,[],1,1,5,30,0.75,1,0,1,763
text-insert,user,1630333583066,"{'ops': [{'retain': 1322}, {'insert': 'l'}]}",,,1323,[],1,1,5,30,0.75,1,0,1,764
text-insert,user,1630333583364,"{'ops': [{'retain': 1323}, {'insert': 'u'}]}",,,1324,[],1,1,5,30,0.75,1,0,1,765
text-insert,user,1630333583573,"{'ops': [{'retain': 1324}, {'insert': 'd'}]}",,,1325,[],1,1,5,30,0.75,1,0,1,766
text-insert,user,1630333583674,"{'ops': [{'retain': 1325}, {'insert': 'e'}]}",,,1326,[],1,1,5,30,0.75,1,0,1,767
text-insert,user,1630333583877,"{'ops': [{'retain': 1326}, {'insert': ' '}]}",,,1327,[],1,1,5,30,0.75,1,0,1,768
text-insert,user,1630333584059,"{'ops': [{'retain': 1327}, {'insert': 't'}]}",,,1328,[],1,1,5,30,0.75,1,0,1,769
text-insert,user,1630333584248,"{'ops': [{'retain': 1328}, {'insert': 'o'}]}",,,1329,[],1,1,5,30,0.75,1,0,1,770
text-insert,user,1630333584432,"{'ops': [{'retain': 1329}, {'insert': ' '}]}",,,1330,[],1,1,5,30,0.75,1,0,1,771
text-insert,user,1630333585660,"{'ops': [{'retain': 1330}, {'insert': 'b'}]}",,,1331,[],1,1,5,30,0.75,1,0,1,772
text-insert,user,1630333585872,"{'ops': [{'retain': 1331}, {'insert': 'e'}]}",,,1332,[],1,1,5,30,0.75,1,0,1,773
text-insert,user,1630333586046,"{'ops': [{'retain': 1332}, {'insert': 'i'}]}",,,1333,[],1,1,5,30,0.75,1,0,1,774
text-insert,user,1630333586208,"{'ops': [{'retain': 1333}, {'insert': 'n'}]}",,,1334,[],1,1,5,30,0.75,1,0,1,775
text-insert,user,1630333586290,"{'ops': [{'retain': 1334}, {'insert': 'g'}]}",,,1335,[],1,1,5,30,0.75,1,0,1,776
text-insert,user,1630333586421,"{'ops': [{'retain': 1335}, {'insert': ' '}]}",,,1336,[],1,1,5,30,0.75,1,0,1,777
text-insert,user,1630333590511,"{'ops': [{'retain': 1336}, {'insert': 'a'}]}",,,1337,[],1,1,5,30,0.75,1,0,1,778
text-insert,user,1630333590692,"{'ops': [{'retain': 1337}, {'insert': ' '}]}",,,1338,[],1,1,5,30,0.75,1,0,1,779
text-insert,user,1630333591073,"{'ops': [{'retain': 1338}, {'insert': 'l'}]}",,,1339,[],1,1,5,30,0.75,1,0,1,780
text-insert,user,1630333591348,"{'ops': [{'retain': 1339}, {'insert': 'e'}]}",,,1340,[],1,1,5,30,0.75,1,0,1,781
text-insert,user,1630333591434,"{'ops': [{'retain': 1340}, {'insert': 'a'}]}",,,1341,[],1,1,5,30,0.75,1,0,1,782
text-insert,user,1630333591619,"{'ops': [{'retain': 1341}, {'insert': 'd'}]}",,,1342,[],1,1,5,30,0.75,1,0,1,783
text-insert,user,1630333591804,"{'ops': [{'retain': 1342}, {'insert': 'e'}]}",,,1343,[],1,1,5,30,0.75,1,0,1,784
